review,sentiment
si,1
better than csgo,1
very bomz game,1
amazing game even though i played the game less too much on the cs,1
childhood,1
much more of a sense of community than csgo great gun play and sick movement as well as some other improvements the best cs imo if you are not going to play competitively,1
one love,1
it is what it is,1
nostalgiq gg,1
best fps game,1
counterstrike cs,1
absolute classic,1
im not entertained,0
still one of the best games,1
lame and stained dude no go,0
golden era of cs no paid skins cases closet and rage cheaters worse subtick and actually having fun,1
zzz,1
why is there no bots,1
it s better than cs,1
the legendary game,1
very good game,1
steam says min not even close knew gooseman back in the day when he made action quake and aq before cs alpha hit it was a great game till and the hackers hit,1
its ok,1
yes,1
old school d father of cs,1
old but still holding strong eternally,1
riprolls and mountain dew,1
gold,1
its my childhood but i want old version,1
just perfect nothing much to say,1
mmm click,1
i threw a smoke on short in dust and my pc crashed,1
really bad days,1
the aiming sucks cause of all the stupid spray patterns with automatic weapons and you got ta aim your crosshairs at a certain place to make headshots i want my bullets to go where my crosshair is aiming at,0
good old classic,1
old gold,1
top,1
im a yearold father probably one of the oldest people playing this game i am a single dad to my son who is now years old my son recently started playing cs in less than a week he has already played over hours it was awful for me because it was already hard enough for me to spend time with my son because he was always with his friends or watching youtube videos so i decided to create a steam account to play with my son i started playing but it was my first time playing a video game since the s so i was pretty lost i asked my son for help and we spent a few hours playing the game together i enjoyed it as it was the best time i had with my son since my wife died playing video games reminded me that there is fun in everything and it brought me and my son back together and now we actually spend time together outside of the house,1
prefered the prequel preemptivestrike,0
am i supposed to play this in fps valve volvo very nice game,1
name,1
my childhood game i just bought because i crack the game when i was younger in this time i wasnt know steam was a thing sorry gabe pls dont ban me,1
my older brothers friends had a server he let me play sometimes getting yelled at by teenage nerds when i was is one of my favorite childhood core memories,1
best game ever,1
i paid,1
this game has more concurrent players than bf all i have to say,1
the auto shotty if it was good,1
best og,1
happiest years of my life,1
gg,1
masterpiece,1
cuntrtk,1
gay,0
nice,1
brrt brrt tara g,1
graphics you forget what reality is beautiful good decent bad dont look too long at it msdos gameplay very good good its just gameplay mehh watch paint dry instead just dont audio eargasm very good good not too bad bad im now deaf audience kids teens adults grandma pc requirements check if you can run paint potato decent fast rich boi ask nasa if they have a spare computer difficulty just press w easy easy to learn hard to master significant brain usage difficult dark souls grind nothing to grind only if u care about leaderboardsranks isnt necessary to progress average grind level too much grind youll need a second life for grinding story no story some lore average good lovely itll replace your life game time long enough for a cup of coffee short average long to infinity and beyond price its free worth the price if its on sale if u have some spare money left not recommended you could also just burn your money bugs never heard of minor bugs can get annoying ark survival evolved the game itself is a big terrarium for bugs,1
nothing quite like growing up in the s and watching my older brother play cs on the old servers before steam dropped everything changed in when steam dropped man this game crafted my childhood deathrun jailbreak ruinning scrims and surfing what a time to be alive the superhero mods were insane as well karoadwarsv surfski hp and so many more iconic maps,1
this game does not need to be reviewed but i have to give my input just the nostalgia factor keeps me coming back for more thank you counter strike for the hours of fun i have my server operational after a month of working on it if you like to come by hit me up in south america,1
good shooter game,1
i like everything,1
dosent work and i want refund it,0
awesome in brings me to the old good days,1
not working anymore on my pc for some reason,0
my game of my childhood d,1
best,1
of course,1
just the goat,1
nice,1
a fun game,1
best game from childhood,1
better than cs,1
good,1
u if your looking for a review on this game youve came to the wrong place but if your looking for an amazing beef burrito recipe youve came to the right place u b ingredients b pound ground beef envelope taco seasoning can ounces refried beans flour tortillas inches warmed cup shredded colbymonterey jack cheese teaspoons canola oil sour cream and salsa b instructions b in a large castiron or other heavy skillet cook beef over medium heat until no longer pink drain stir in taco seasoning remove from skillet and set aside wipe skillet clean in a small saucepan cook refried beans over mediumlow heat until heated through minutes spoon about cup of beans offcenter on each tortilla top with cup beef mixture sprinkle with cheese fold sides and ends of tortillas over filling and roll up in same skillet over mediumhigh heat brown burritos in oil on all sides serve with sour cream and salsa,1
i am years old my exwife and i have a daughter together and we adopted our son together both are now years old when we were going through our separation i felt lost and unhappy i was selfdestructive one day i was so angry with everything spiraling out of control that i punched a concrete wall in a moment of overwhelming emotion this resulted in breaking my fifth metacarpal in my right handthe hand i worked with played games with and used to carry my children to bedthe hand i desperately needed to ensure i could continue providing upon learning the severity of the selfinflicted damage i became almost suicidal keep in mind that just a few months before this i was the happiest man with no history of depression or anxiety i had never experienced anger outbursts nor was i the type to break down and cry but i was in a tough situation that truly prevented me from seeing the light on the other side with nothing better to do i looked for a game i could play with one hand while recovering somehow i stumbled upon this game and read some of the comments i decided it was worth a try i must admit i didnt beat the game nor did i play as much as some of you in fact i may have played this game for only a day or two that being said after doing so i had a new joy and hope for life i managed to leave behind the pain and suffering that had been thrust upon me i could experience the joy and happiness of other people i relaxed for minutes listening to this music long enough to realize that i would be okay after realizing this i turned off the game and went back to work my hand hurt a lot but i was motivated i stopped feeling so sorry for myself and became the father i needed to be at that moment not the weak boy i was behaving like today i am close friends with the mother of my children we dont fight argue or say hurtful things to each other we are parents and friends now i have children my third child is wait also years old the woman i am with was going through a very similar situation at the time of my separation and we just unexpectedly stumbled into each others lives we have been dating for a year and are very happy together moral of the story you never know what life has in store for you and if i had given up when all odds were against me i wouldnt be where i am today this silly little game helped me realize that thank you,1
i played for not even an hour and i like this game,1
bif you are looking for a review of this game you have come to the wrong place but instead here i have some interesting banana facts that you will most certainly appreciateb bfact number b ia banana is a berry not a fruit this is because botanically a berry contains seeds inside the flesh not outsidei bfact number b ibanana does not grow on a tree but on an herb a trees stem is made of wood unlike the bananas which is made of fibersi bfact number b ibananas are sterile you cant sow seeds and grow them bananas are grown by cutting a piece from another plant sort of cloning which means the banana you are eating today is genetically the same as the banana your grandfather atei bfact number b ibananas have been cultivated for the past years or so in southeast asia from there it moved to west asia and africai bfact number b iin all likelihood bananas were first cultivated not as food but as source of fibers that were treated and made into clothi bfact number b iportuguese colonizers introduced bananas to the americas however europeans should thank french writer jules verne for introducing them to the fruit verne was ecstatic about bananas in his book around the world in eighty daysi bfact number b ibananas are radioactive they contain small amounts of the isotope potassium but for the radiation to be harmful you need to eat close to bananas daily for over yearsi bfact number b ibananas are in fact good for you it fights depression cures headaches and helps in weightloss banana skins are used to treat insect bites bananas are rich in vitamin c antioxidants calcium and folic acidi bfact number b ithe term banana republic was coined to describe central american countries that depended on one single export bananas and were controlled by foreign businesses in this case american these countries were usually run by corrupt dictatorsi bfact number b ithe popular dessert banana split was invented in by a yearold american pharmacist david evans strickler in pennsylvaniai,1
this game is fucking aids,0
good game,1
i have a lot of memories in my childhood and this game has the biggest part of it just play the days gone and never it will be come back have a good day,1
hell yeah,1
a good old friend that never betray you,1
this game is a classic its a good price and once purchased you can play with no additional costs unless you decide to rent a server or something like that plenty of current servers with plenty of players all around the world if you like a simple fast straight to the point fps team based game cs wont disappoint,1
i got banned on a server for cheating when all i was doing was aimbotting and radar hacking back in the day nobody could figure out until i got vac banned what a trash game,0
zjbs,1
very classic and fun shooter game highly recommend,1
good game but some are cheaters,1
this is my comfort zone,1
this review is for all counter strike gamesthe games are nostalgic to say the leastchildhood games more specificd,1
n game,1
nostalgic,1
og,1
very cool,1
yee,1
negative cuz no skins in this game ez skins ez lyfee,0
time flies when having fun played a lot in the past but now once in a blueinstant classic,1
very nice,1
great game,1
i got a russian keyboard because of this game,1
game of the century,1
would rather pay for this than installing cs for free i will be playing this game until cs isnt dog water anymore,1
better than cs,1
best game ever,1
best game,1
goat,1
pretty good i like it better than cs go,0
if you are from searly s and havent played cs you dont have a wiener,1
god,1
good,1
is the most iconic game from s,1
we can say thats this game never gets old it was better then csgo almost everywhere unfortunetly so as csgo became popular entire community in became worse loads of community servers are fulfilled by ridiculous csgo like features still the community is way wiser and overall better but the game is not that good as it used to be,0
epickie,1
good,1
nice game,1
best cs game,1
i haet hoes,1
its a solid game but in terms of very active playerbase it is very much dead besides the few diehard fans respect to them,1
i am writing a review based on the present tense because if you judge not in this time then it is not clear why i do not recommend this game after all it is a thrill for those who play or played these games before i am not one of those people this game is like new for me that is i am playing it for the first time i do not recommend it because it does not have very convenient management in view of csgo after all i am sure that the whole association can be connected with her isnt it in short i didnt really enjoy this initial series,0
not able to play with bots,0
i am years old been playing cs since at least era when i was or was even on a traveling cs team back in the day,1
good ba,1
og,1
the game that started it all years ago it defined our current understanding of esports and team focused tactical based gaming in online and offline scenarios all over the world uniting different cultures and crushing stereotypes,1
not as good as people make it out in my opinion also the community server browser seems to be broken,0
balu,1
lazar ima aimbot,1
cs is life cs is love cs is everything,1
i love turkish deathmatch servers,1
old good cs,1
why it can be a bad game probably positive,1
goated,1
cant get through the door man cant make it cant make it,1
this game is absolutly fun when you have a shitttt pc,1
i mean yeah,1
been playin for last years best game ever,1
good,1
great game,1
gut gut,1
since csgo was deleted and didnt want to play cs bc of hardware issues and it not hitting like it used to i can say cs is a great alternative,1
spent literally years on the game what do you think,1
bom espanca player old,1
sigma game,1
i have not played this for more than hour,0
my favorite game ever and probably the best fps ever made,1
very nice game i like to play ze server,1
imi place deoarece sunt foarte multi jucatori gay,1
good on old computers bad on steam deck,1
amazing lekker,1
best game ever played,1
my first ever video game a definite must for retroearly video gamers valve have done a good job to preserve this old timer,1
video game,1
soo good game,1
played this game when i was lmao i made it was pirated,1
still the top,1
good,1
classic,1
fuck this stupid peice of shit it get the fuck off my computer,0
dumbass game,0
ala bala portocala,1
good game,1
cool game,1
i love this game soooooo much,1
best ever,1
good old clasic,1
kkkkkkkkk uaii,1
great game,1
better than csgo,1
the best private servers are here,1
my first love old is gold p d,1
old game but the cool,1
where our love for counter strike began,1
still good,1
noice,1
oct,1
this game will never die,1
k,1
cant find any femboys,0
love it forever,1
a,1
best game,1
still a great game after all these years,1
the best,1
yuh,1
best nostalgic game ever but if u never played it when you were young u might not understand or like it,1
yes,1
no,0
oct,1
yes,1
mid life crisis type shit,1
good,1
people only play dedust and nothing else you click on aztec or inferno map and youre transported to a dust server dedicated servers are the worst bring back official steam servers imagine playing cod or battlefield on the same map over and over,0
adw,1
why i couldnt add bots,0
the best fps game ever period,1
childhood game,1
old games,1
good,1
nice,1
best og game ever,1
very nice game,1
best mb game you can play,1
i am a yo father probably one of the oldest people playing this game i am a single farther to my son who is now my son got this game for christmas from his uncle so we installed it on his computer and he started playing by the end of the week he had hours on this game this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube so i decided to make a steam account and get this game to see if i could maybe play alongside him loaded into the game i asked my son for help and he hosted a game for me to join loved it as it was the best time had spent with my son since my wife had died this game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories,1
the best childhood game,1
i am bad at this game,0
not a play,1
ez bgsmer,0
best fps game ever made,1
best ever,1
nice game,1
publicada de novembro,1
are ya winning son,1
goat,1
very nice,1
bons tempos de lanhouse e de fumar cigarro escondido da me,1
melhor jogo de todos os tempos horas dentro das lans resenha pura,1
good game but everything is broken better download cracked cs warzone which is not as broken and has much more options,0
best counterstrike game,1
this is just a shitty unrealistic version of call of duty dont buy this crappy knock off it looks like a fucking iphone game,0
best game ever,1
legend never die,1
yes,1
i like everything,1
i dont know what it is but i actually prefer the shooting mechanics of the original compared to the more recent editions its just smoother and more rewarding than anything that has come after it even despite the limitations of the engine im personally more of a fan of the runandgun types of shooters such as xonotic not on steam im aware that this type of gameplay was not the design goal of counterstrike but even so i seem to enjoy playing the goldsource games more than their newer counterparts theyre just more fun,1
and ppl still playing,1
best game to play when youre on lowend hardware and also when you want to sit back and relive the early days,1
this game so good,1
nostalgia,1
good game good classic,1
nostalgia kicking in,1
best game,1
for a game that came out in the ths and me playing it roughly hours says a lot about the game it is self explanatory what i am going to say that is is worth evry single penny,1
bad effects its like mario,0
a game that trying too hard to look like csgo,0
hihiha,1
timeless classic,1
cool game this cool lol lol i have cooool skins lol l ol lo lo l o,1
so i bought this game and didnt work it appears only a black screencan anyone help me,0
best,1
nice old game,0
classic,1
nice,1
the og the vibe of the s the shooter of all shooters respect your elders,1
got a cat here friends passing by can touch her and click like to pet her once award for good luck take my points for infinite pets l x,1
best game of all time,1
chujowa gra,1
best game ever made,1
awesome,1
the best maybe,1
gud game,1
i love it,1
best counterstrike ever,0
fun and a great classic,1
best,1
ak,1
can i please have my money back i downloaded the wrong counter strike and i really wanted counterstrike global offense,0
when it comes to firstperson shooters there are few games that are iconic as counterstrike released in the game has been played by millions of people around the world and is still going strong today while the game may be years old it still has a large and active player base thanks to its simple but addictive gameplay if youre looking for a fastpaced shooter with plenty of action counterstrike is a good place to start,1
all time classic,1
i was there gandalf i was there years ago,1
awsome,1
best game of all time,1
counterstrike originally released in as a halflife mod and later as a standalone game remains a timeless classic one of the first entertainments in my very childhood so much memories days when i felt real and too scared of gamemodes like zombies no needed drugs for pure feelings,1
danger zone when,1
i frreaking love this game,1
its csgo but old,1
best game ever,1
good game,1
i cant kill a single person and every server is russin,0
good,1
cant believe i sold all my children so i didnt have to pay child support to buy this game i mean wow just wow it was worth it heres one of the children i sold urlhttpsiimgurcomnknaccpng what a lazy cunt url he sat there coughing up blood all day long and expected me to do something about it to hell with him felt a little bad selling my other son quavon though that kid mowed my lawn like a golf course,1
yes,1
ekstra vllavi,1
fast download,1
for this game i really want my first pc in and my parent buy it and history become,1
shit game kys niggerfaggot cunt ugly faced ass bitch with down syndrome faggggggot csgoempire is shit website why advertise fucking fucking duck,0
i loveee this game,1
nostlgico e bom,1
ive been playing this game since i was years old and it is still one of my favorite games the game is still fun to play,1
walls are paper thin and the accuracy is not calculative best game i ever got,1
good food,1
classic,1
full,1
learn hns movement and come play with us please,1
w game,1
once upon a time in the early days of pc gaming a small group of modders had a crazy idea they believed in a world where terrorists and counterterrorists could engage in a battle of wits reflexes and all the gunfire you could handle without leaving the safety of your desk chair and so in the late s they gave birth to a phenomenon we now know as counterstrike the game was in a way like your grandmas famous stew a little bit of this a dash of that and a whole lot of secret sauce it was pure magic wrapped in pixelated graphics and the occasional i cant believe you just shot me rage but it was love at first sight for many you could choose to be a terrorist or a counterterrorist wielding all sorts of weapons and striving to complete objectives or eliminate the enemy team as the years went by counterstrike evolved much like your teenage years it got a little smarter a bit more mature and much better at killing terrorists and defusing bombs there were new maps new weapons and of course endless arguments about which gun was the best spoiler it was always the awp it was a mix of strategy teamwork and well a fair amount of camping in dark corners but it was in when things got a bit more global counterstrike global offensive or csgo burst onto the scene it was like counterstrike had put on a fancy suit polished its shoes and gotten a promotion csgo brought better graphics improved gameplay mechanics and more matchmaking options the esports scene exploded turning the game into a major league of its own it was like the super bowl for gamers but with fewer commercials and more headshots yet as time went on csgo started showing its age like that old sitcom you used to bingewatch in your pajamas fans clamored for something new something fresh something with a at the end of it and valve the brilliant minds behind counterstrike heard their pleas thus counterstrike was born the sequel took everything we loved about csgo sprinkled in some futuristic tech and voil it was as if the old dog had learned some new tricks the graphics were out of this world and the gameplay was smoother than a jazz solo but at its core it remained the counterstrike we all knew and loved with the release of counterstrike csgo was officially retired a hero riding into the sunset leaving behind an indelible legacy in the gaming world it was a bittersweet moment for fans like saying goodbye to an old friend but as they loaded up counterstrike and heard that familiar dun dun dun dun of the menu music they knew the journey was far from over counterstrike was here to stay evolving and adapting just like the gamers who loved it so whether youre a seasoned veteran or a freshfaced recruit in the world of counterstrike remember that this game isnt just about shooting terrorists and defusing bombs its about friendships forged in the heat of battle memories made in the dust of dedust and countless hours spent wondering why the guy on your team insists on buying a negev every round heres to counterstrike past present and future a game that keeps on giving just like a good stew recipe thats passed down through the generations,1
ne iskam da zvucha kato profesionalen jalbarza sega ne mi e hoby no iskam da otbeleja fakta che v zombi servera geck e vip vliza kato haidutin v chujda kushta ako nqma mqsto za nego me kikvat za da vleze inache otnostno gameplaya moga da vi go obobshta emiii znachi tuka s moq brat geck vsqka vecher prilagame akciq respect na godishnite buhali sednali sled rabota da igraqt qko gi bieme nema kvo da stane ot vreme na vreme doskuchava ama si q biva,1
cs,1
best era it hurts to remember of those times,1
best fps game,1
i am not sure if there is a thing i dislike about this game i need not bigger texture resolutions more polygons or cosmetics i feel immersed in the game and i usually have fun even if i get killed if you like shooting thinking multiplayer do not like extra stuff and would like a game that technically does not need developer support to function i recommend getting counterstrike,1
chill,1
f,1
better than cs,1
old school fun,1
it runs on low graphics i love this game,1
prasaan dulu ada botnya,1
an oldie but a goodie,1
zaebis,1
this counter strike is the best game i even see in my life,1
solid game,1
um clssicorecomendo muito que voc jogue esta obra obscompre em promoo pois fica muito barato,1
good old times,1
based original game of the counter strike series can be hard to find servers but when you do it is indeed like gold in a mine shaft full of copper,1
better than cs in every way i like my gun going bum bum bam,1
nice old days,1
e,1
oct,1
dead game,1
css been fun from the start and still is,1
childhood game its perfect,1
las mecanicas no me gustaron del todo no estan tan pulidas como en las secuelas,0
fortnite,1
nice,1
good gameawful communityevery single fucking server has at least hackersvac is doing fuck alljust play with friends or bots at this point,0
totally legendary game,1
good game,1
in its day cs was the shining example of a multiplayer fps experience it was just one of those games that if you didnt own it you were just statistically worse than everyone else oh how the might have fallen nowadays the game is plagued with a general lack of interest as most of its fans have moved on to its vastly superior brothers css and csgo and for good reason i would recommend playersonly play on servers they trust this is because apparently one server overwrote all of my unused keys to connect to xddmsshadowro which is also a server i would recommend avoiding at all costs this game is a relic a fossil from an age of gaming long past,0
good game,1
ok,1
cool,1
the classic cant go wrong with this one,1
awesome game,1
cs is my live,1
cs,1
best nostalgia game bought it finally,1
the best game in the universe d,1
best,1
asdf,1
srf p yazmak iin aldim,0
yeyeee,1
meh even though i have plus hours on csgo but not fun,0
the last bastion of the no frills counterstrike experience,1
its the being of fps games for most of us this is where it all started the new generation has to experience what we had to called a pinnacle of fps games,1
contr strik,1
fpsmax fpsoverride clobservercrosshair glspriteblend svcheats gldump svaim alias righthand righth alias righth clrighthand alias righthand lefth alias lefth clrighthand alias righthand righth bind keyname righthand,1
it all started here,1
asdasdasd,1
awesome game,1
garbage game,0
imagine life imagine life without me its a waste of time you want the kind of love that can make a child dont want just anybody not just anybody not just anybody ooh good love fills my body up like a glass when you pour it all out if you know me you know i mind someone like me is hard to find not mistaken if im there well aware you are always mine and still you seem so surprised always gon be mine i wan na be where you are i just cant walk away you drive me crazy ah i lose it lose it and i wan na be where you are i just cant walk away you drive me crazy ah i lose it lose it imagine me circlin through life without a piece of you seven out of seven days im needin you you brin life to the party good love feels like butterflies suffocatin your insides oh its a late night you know i try i can not picture when you ride im mistaken thinkin you were taken knownin now you were always mine and still i feel so surprised youre always gon be mine rarely ever missin talk is cheap and time is tickin rarely ever trickin catch me slippin i put you on leakin im on mission payin millions im ted dibiase god out late night im sinnin still a christian dont tell my deacon i mean pastor oil her down not talkin castor ridin round with sixseven bitches with no tint you can see im pimpin big fourfive on my hip look like im limpin never simpin one of my cousins crippin always grippin shit get dangerous always keep it player we can swap out hoes im never trippin only love my mother my sister my daughter all these hoes get slaughtered they cant be mine pray to the holy father,1
cu old bra,0
nolifing,1
oct,0
cs never dies,1
good,1
very good,1
legend,1
nice game should play at least once in your life,1
do you like empty servers do you like a long list of empty servers do you like servers with nothing but junk map after junk map and none of the originals do you like boring themed gun play do you like a chaos fest of players on a small map do you like to waste your money this game is for you once a great game but no one plays it anymore which is a shame csgo is trash,0
this game is insane,1
would play again,1
the best game ever,1
ultimate classic that still holds up today counterstrike is an alltime classic and one of the first games that i owned and played on my steam account i even bought it boxed and with that started my journey on steam counterstrike is a simple yet so fun game you choose a team in which your objectives vary you can play as terrorists or counterterrorists as terrorists you keep and defend hostages place bombs at specific sites and prevent the counterterrorists from defusing them as counterterrorists you try to save the hostages and defuse the bombs that terrorist have placed meanwhile you pump each other full of lead i especially liked the vip mode in which one player is appointed as a target that will win the round if eliminated the other players on your team need to defend you with their lives until the time is up to win it is a unique and fun experience that was most fun at lan parties when starting the round you choosebuy your weapons you can choose a variety of pistols submachine guns heavy assault rifles sniper rifles and grenades some weapons work better for you than others so half the fun is trying to figure out which weapon has the right feeling and handling for you the weapons themselves however are well balanced and i did not experience any unfair advantages with a specific weapon the graphics in counterstrike are really nice for the time they are well rendered and textured and the frame rate is spot on no tearing no lag it runs smooth as butter the animations are stiff and when killed you drop dead as a brick but this the charm that the game has in terms of sound this game nails it especially for the time period guns sound aggressive and loud and explosions can be felt through your headset it is spot on and holds up great with todays standards the controls are easy to learn and work fluent and responsive my only problem at the time with counterstrike was the limited time to choose your gear before the round starts it is completely logical that players do not wait until everyone choose their shiny guns but when first playing i was still checking what weapon would be best for me and before i knew it i had forty holes in me but like with many other first person shooters especially online i just need to git gut i still cherish the memories of this game at the many lan parties i attended to the pure joy tension and competitive game play that had this unique experience back then the thrill when you finally blow someone up with a well lobbed grenade the satisfaction when you finally sent a successful sniper bullet through someones skull it was just amazing counterstrike will always be one of my favorite online shooters today the upgraded counterstrike source introduces new graphics and an even smoother experience however counterstrike will always remain an alltime gem that can be played any time when i am feeling old i just play this version over the source remake or global offensive just for good old times definitely recommend this timeless relic,1
old is gold mf,1
game is pretty nice i used to play her a lot before now im back to her,1
og,1
an oldie but always an amazing play,1
classic,1
bad game bla bla,0
you can play rocket league would buy again,1
doesnt ask a arab for a calculator they might pull out their,1
no bots,0
magestic,1
playing for at least years since demo,1
nice game,1
good,1
count sike,1
fesahar migholi,0
you broke everything with the latest update,0
play the source version bit more updated also it seems like alot of the servers from what i could find were foreign owned my ping was insanely high,0
good game d,1
si,1
mano zalgiris pyderas rurinau jo boba,0
good,1
oldest shooter ever existing very fun,1
very good old counter strike nostalgia,1
n nostalgia,1
cool,1
this reboot of the series fell flat just go back to csgo,0
this is the first one,1
best classic and nostalgic game,1
good games,1
i have no idea where the praise has come from its all nostalgia this is not as good as it used to be and youd be lucky to find any other players that speak english its not aged well,0
cs player cs player,1
mirkovic,1
counter strike but gold source,1
classic valve i guess,1
they just dont make em like they used to,1
nostlgico,1
amazing game goodluck finding an american hosted server these days,1
saglam oyun agalarla sariyor,1
best of the best,1
great,1
aap kaisi ladki hai kammoji,1
hildhood just childhood,1
yes,1
bad game wtf are these graphics its git gud valve,1
still good odd years later,1
classic,1
im strike they counter me because im arab,1
yes,1
my friend who i play cs with said that if i post a review on cs and it gets likes and awards he will buy me gmod and doritos so ill just leave it here,1
w,1
dont play unless you have a bucket of bolts pc held together with a few twigs and the occasional piece of twine to bind the edges only functional due to the dead spider and rat souls that are trapped in your cpu and the prayers and tears you have forced out to get it to work if so the game is fun with friends online servers are weird dont recommend pretty fun on touchpad takes at least ten hours to get used to thoughi played like maps you can get online are best for smaller groups buy on sale otherwise dont the game is literally older than most children,1
the game not working,0
a titan even after years,1
old but gold,1
goog game,1
just claimed halflife free via the th anniversary how do we run counterstrike mod i thought counterstrike has always been free if we own halflife,0
legendary game,1
base,1
og,1
spoilerold is gold spoiler,1
cant fuck with people on chat,0
this game is hard and so i am,1
sono stato vac bannato per colpa di sto gioco lol,1
better than cs,1
even if this game is years old i would still recommend this game to anyone best of times and the worse of times many memories iv built with this game and friendships along the way this game has truly touched and changed my life in a way and would love if i could go back then as oppose to now with a lot of servers being out dated or not managed cheaters will be on arise as the years goes forward not much can be done but still a classic to throw on and play with friends for a quick matchups i would rate this game,1
i will probably never play this game again,1
why is the audio so bad,1
waltuh,1
best gameplay for ever i love this game,1
if you have pc from you are welcome,0
cscs,1
the og of gun games,1
tantos aos han pasado y este juego sigue vivo,1
pls give me points or rewards pls,1
still very nice to play with some friends on custom servers,1
this game is pretty much not fun anymore if you want to play it crack it its not worth anymore its just bad,0
kuss kuss,1
play the worlds number online action game engage in an incredibly realistic brand of terrorist warfare in this wildly popular teambased game ally with teammates to complete strategic missions take out enemy sites rescue hostages your role affects your teams success,1
a cs classic and the best cs game ever to be released one of the best games ever fullstop a good graphic design for its time coupled with online player vs player experience are nothing short of revolutionary the fact that there are still players fully engaged in this game that was released years ago speaks for itself if youve never tried it and you want to see csgo and cs origins i gladly recommend playing cs,1
fsfs,1
stopped working and can not find help,0
good,1
fucknia,1
all time classic absolutely love and adore this game,1
very repetitive and also graphics is shit not reccomend,0
a timeless classic,1
servers are boring nowadays but i really like playing vanilla with friends,0
ez,1
greatest classic of them all,1
wasted too much of my life on this one,0
very nice,1
ruined my life before i even know for myself,1
eski ama gzel bir oyun aklamama gerek yok heralde hi bir cs oyunu oynamam olsan bile csgo oynayan arkadalarn illaki vardr yada csgo nun nasl bir oyun olduunu az ok biliyorsan cs da onun ok azck deimi hali olduunu syleye bilirim ben pc kt olduundan oynuyorum ama yinede csgo oynaya bilseydim bile cs y modlar iin oynardm,1
muie volvo,0
good game my childhood game,1
and i get high with my baby i just left the mall im gettin fly with my baby yeaaahhh,1
lik,1
pocos servers funcionando en chile la gran mayoria vacios el que lo quiera comprar no es para nada buena opcin,0
more fun and better than cs,1
cs cs,1
i mean maybe,0
gud,1
kt vac ban yedim,1
is very gud,1
immortal,1
hours for this gameits worth it,1
classic game have more hours into it outside steam,1
people who still play counterstrike in,1
this is where i fell in love with counter strike absolute amazing experience i have had in my childhood if you want nostalgic moments u can buy this beautiful game,1
im gay,1
aaaa,1
in this game changed everything,1
masterpiece,1
best game,1
best game ever,1
lelele so old,0
verygood,1
best first person shooter ever,1
welcome to the fine days of rage quitting because some random guy on the other side of the map wall banged you with an awp,1
nicer,1
gola sam,1
still a good game even if its made in,1
top,1
a mountain of a game that hasnt lost its popularity for years,1
brings back the old days,1
ez,1
i dont care what people think even though source was developed years after this game it is times better,0
lets play another game,1
gud,1
cool,1
still one of the best cs games,1
better than cs,1
i just want to play this game and yep still better,1
true classic,1
never get old cs,1
no gmod textures get cs source instead,0
good game,1
better than some valorant uwu shit and cs,1
good,1
the best game i played my entire childhood and even now i enjoy playing it like i did back in the days an amazing masterpiece from valve and its definitely recommended for people who have a very old low end pc,1
just play team fortress classic,0
this is a really great game use to play it a lot but now nobody to play with,1
very skibidi game made me racist,1
a gem from when the tactical fps was still a novel concept,1
good game made me shit my pants,1
bring back cs is ass,1
best game ever it would never die i love playing it and i wont stop playing it s,1
og game,1
shitty game about cops and muslims shootin each other with guns also the guy in the image looks like hes taking a fat shit,0
oldschool,1
the best,1
z,1
fire in the hole,1
an unreal tournament mod that teaches you how to do better things in life,1
juegaso papu v,1
the best of the best,1
w game after decades,1
best game,1
good game,1
the phantom exterior like fish eggs interior like suicide wristred i could exercise you this could be your physed cheat on your man homie aagh i tried to sneak through the door man cant make it cant make it shits stuck outta my way son door stuck dooooor stuuuuuck pleeeeease i beg you were dead youre a genuine dick sucker,1
w,1
this community actually speaks english,1
my review criteria masterpiece very good good mid bad this game earns good,1
hdcr,0
legend thanks for childhood,1
awsome,1
nothing to say,1
recommended,1
good game,1
old is gold s gamers players whos still play this game,1
yes,1
im addicted,1
best game,1
its a classic og,1
ahhhhhhhhhh ahhhhhhhhh,1
how can you press no here that should be illegal,1
there is no point in playing this game i was banned for using hacks when i have never used any hack programs on my steam account wasted for this game good luck,0
best fps ever,1
the best shooter game ever much better than csgo,1
im love you cs,1
old game but very nice i dont think in stop play,1
ya maaan old school bombooclat,1
the goat,1
pedofilo en cs asustando un nino te voy a violar pndjo de mrda,1
nostalgia,1
asdadasd,1
war noch am besten,1
best,1
so sei que jogo esse jogos ja faz anos fodase o game kkkkkk xd,1
after update game is crushing and recoil got worst than it was playing online is harder because pinging and hi lags giving this game like only because i was playing it when i was kid love this game but fix recoil and crushes,1
